3286362,47902
3286299,47870
3286259,47846
3286210,47862
3286185,47841
3286159,47846
3286122,47869
3289233,49016
3289222,49024
3289210,49021
3289196,49013
3289192,49005
3289201,48962
3289212,48943
3283643,40224
3287579,40224
3287593,40251
3287618,40285
3287628,40309
3287626,40327
3287644,40313
3287660,40313
3286384,47715
3286382,47680
3286362,47541
3286388,47462
3286392,47445
3286364,47424
3290000,48480
3289956,48482
3289947,48474
3289905,48418
3289886,48378
3289853,48349
3289835,48343
3280000,40224
3280000,50224
3290000,50224
3290000,40224
3290000,43133
3290000,43378
3284636,40224
3284001,41103
3283953,41248
3283740,42012
3283311,42249
3283047,43119
3282761,43600
3282715,44272
3282902,44966
3283071,45079
3283295,45796
3283337,46095
3283657,46079
3284098,46668
3284949,46668
3285125,46538
3285403,46660
3288533,45639
3288481,45498
3288450,45252
3288477,45125
3288360,45001
3288269,44781
3288092,44562
3288061,44267
3287984,42349
3287878,42112
3287649,41912
3287293,41454
3286976,40647
3286519,40224
3288044,46050
3288156,45926
3288338,45948
3288500,45744
3288307,46303
3288542,46279
3288742,46389
3288830,46513
3285770,46822
3285964,46877
3286429,47127
3286573,46983
3285570,46230
3285678,45600
3285699,45256
3285764,44998
3285753,44654
3285710,44482
3285549,44424
3285528,44338
3285517,44152
3285474,44037
3285463,43865
3285431,43579
3285388,43264
3285270,43149
3285281,42948
3285227,42819
3285238,42604
3285291,42404
3285281,42203
3285356,42088
3285302,41873
3285324,41730
3285291,41501
3285377,41286
3285399,41099
3285474,41013
3285485,40899
3285581,40798
3285528,40669
3285560,40540
3285710,40469
3285839,40311
3285871,40224
3288020,43878
3288262,43180
3287979,42538
3288425,44467
3288543,44453
3288769,44152
3288983,43966
3289209,43880
3289434,43450
3289477,43335
3289241,43345
3288869,43210
3288764,42950
3288522,42782
3289971,43462
3289881,43383
3289708,43325
3289981,43292
3289874,43020
3289541,42662
3289466,42518
3289316,42146
3289209,42031
3288994,41830
3288833,41615
3288189,41042
3287889,40626
3287255,40224
3286743,46813
3286876,46789
3287370,46373
3287782,46313
3287962,46062
3286708,47090
3286762,47176
3286880,47162
3286955,47234
3287073,47162
3287159,47004
3287234,46775
3287331,46746
3287470,46789
3287631,46660
3287856,46660
3288028,46617
3288125,46675
3288318,46904
3288468,46961
3288554,47033
3288963,46647
3289198,46777
3289425,47016
3290000,45813
3289940,45802
3289730,45654
3289524,45569
3289202,45664
3288981,45518
3288628,45635
3290000,43488
3289542,47195
3289794,47255
3290000,47255
3289782,46967
3290000,46891
3281533,54291
3281537,54288
3281549,54296
3281555,54313
3281553,54342
3281539,54353
3281521,54342
3280000,53133
3280075,53214
3280000,53378
3280021,53387
3280026,53349
3280052,53269
3280094,53238
3280164,53299
3280210,53353
3280246,53381
3280280,53397
3280310,53390
3282260,60224
3282276,60214
3282272,60141
3282254,60069
3282233,60000
3282231,59973
3282203,59949
3290000,60224
3285806,60224
3280000,58480
3280000,60224
3282687,56995
3282508,57045
3282421,57013
3282231,56880
3282113,56898
3281862,56862
3281713,56786
3281644,56821
3281568,56803
3282673,56947
3282688,56801
3282616,56696
3282489,56389
3282269,56147
3282081,55771
3281840,55455
3281492,54892
3281253,54745
3280351,53680
3280236,53632
3283013,57943
3283106,57811
3283101,57661
3283003,57527
3282968,57420
3282872,57252
3282773,57234
3282674,57163
3283440,58721
3283557,58809
3282697,57060
3280226,55854
3280121,55657
3280078,55514
3280089,55155
3280196,54840
3280185,54625
3280228,54496
3280250,53837
3281357,56753
3280952,56253
3280562,56022
3280335,55978
3281054,58397
3281343,58806
3281447,59097
3281453,59258
3281544,59505
3281613,59517
3281745,59391
3281317,58085
3281574,58157
3281746,58042
3281960,58042
3282057,58114
3282218,57985
3282304,57985
3281995,59529
3282215,59515
3282441,59610
3282549,59609
3283016,60014
3283202,60043
3283404,60159
3281842,59103
3282025,58830
3282057,58601
3282154,58415
3282282,58314
3282486,57626
3282637,57512
3282678,57319
3283527,59833
3283506,59619
3283495,59490
3283560,59189
3283517,58945
3283991,59533
3284061,59608
3282780,57554
3282846,57642
3282663,57216
3280000,55813
3280097,53573
3280000,53488
3280000,57255
3280004,57255
3280218,57364
3280278,57514
3280447,57652
3280823,58184
3280883,58356
3280000,56891
3280029,56881
3280190,56738
3280758,56938
3280930,56967
3281198,57139
3281274,57125
3281338,57024
3283517,60224
3285603,60224
3285588,60169
3285405,60155
3284976,59753
3284590,59739
3284525,59739
3284311,59581
3284508,60093
3284541,60224
3295806,50224
3295804,50235
3295818,50254
3295829,50321
3295871,50361
3295934,50385
3295965,50407
3292260,50224
3300000,60224
3300000,50224
3295053,51132
3295219,51261
3295515,51438
3295611,51380
3295904,51528
3296019,51634
3296388,51753
3296457,51760
3293517,50224
3293936,50485
3294310,50629
3294686,50819
3294784,50983
3294947,51106
3296167,50828
3295642,50370
3295603,50224
3294541,50224
3294689,50354
3294840,50558
3295009,50933
3313993,80224
3314017,80184
3314072,80115
3314080,80094
3314082,80067
3314075,79998
3314068,79974
3317781,80224
3317787,80216
3317839,80184
3317852,80173
3317863,80135
3317874,80119
3317902,80138
3310000,80224
3310000,70224
3320000,70224
3320000,80224
3319146,80224
3317296,80224
3322418,80146
3322445,80109
3322504,79987
3322528,79909
3322540,79879
3322549,79845
3322559,79817
3326415,78471
3326443,78457
3326493,78442
3326507,78431
3326538,78377
3326572,78358
3326604,78351
3330000,72021
3330000,73249
3322394,80145
3322380,80149
3322370,80183
3322352,80169
3322340,80166
3322326,80131
3327296,70224
3327362,70263
3327432,70290
3327482,70288
3327506,70280
3327560,70259
3327671,70263
3329146,70224
3329154,70241
3329160,70255
3329182,70293
3329199,70329
3329229,70410
3329249,70448
3322501,80224
3322496,80209
3322472,80184
3322450,80184
3322446,80170
3322442,80154
3322434,80146
3327808,80224
3327810,80223
3327808,80197
3327791,80077
3327797,80009
3327795,79979
3327787,79954
3330000,70224
3330000,80224
3323993,70224
3327781,70224
3330000,72664
3329915,72411
3329502,71854
3329065,71505
3328583,71439
3328297,71053
3328040,70925
3327883,70723
3327457,70480
3327346,70348
3327163,70285
3326944,70422
3326379,70433
3325766,70544
3325509,70463
3324816,70744
3324676,70944
3324558,71226
3324490,71267
3324222,71523
3324032,71830
3323941,72082
3330000,76178
3329972,76148
3330000,72936
3329942,73302
3330000,73361
3329849,76024
3329768,75848
3329705,75803
3329553,75757
3329458,75650
3329414,75631
3329292,75654
3329222,75645
3329155,75591
3328930,75519
3328881,75469
3328782,75540
3328715,75533
3328622,75647
3328554,75691
3328535,75833
3328493,75885
3328442,75867
3328338,75913
3328226,76089
3328207,76183
3328174,76230
3328092,76290
3328033,76519
3327969,76621
3328008,76742
3327948,76993
3327503,76987
3327311,76822
3327127,76775
3327199,76527
3326965,76301
3326622,76377
3326472,76267
3326334,76296
3326020,76166
3325822,76375
3325764,76211
3325735,76548
3325604,76518
3325483,76561
3330000,76146
3322771,74190
3322473,74546
3322438,74750
3322512,74967
3322674,75201
3322764,75473
3323073,75642
3323183,75845
3323364,75868
3323389,75897
3323309,76464
3323600,76650
3323799,76741
3324022,76771
3322867,74116
3323205,74001
3323247,73970
3323904,72128
3323800,72404
3323721,72457
3323651,72657
3323652,72740
3323764,72873
3323729,72937
3323636,72984
3323531,73192
3323512,73321
3323467,73391
3323419,73452
3323279,73553
3323251,73600
3323223,73771
3325006,76733
3324670,76718
3324291,76820
3325495,76204
3325398,76004
3325248,76004
3325012,75903
3324958,75846
3324969,75660
3324690,75430
3324690,75215
3324636,75144
3324336,75144
3324154,75101
3324014,74814
3323585,74327
3323327,74155
3323284,74083
3323710,73192
3323792,72860
3323795,72745
3323772,72621
3323780,72579
3323920,72185
3323193,73821
3322901,74011
3322847,73966
3322797,74020
3324096,76936
3324117,77722
3324226,78198
3324175,78297
3324156,78647
3324030,79203
3323594,79681
3323510,80108
3323532,80224
3332464,71609
3332466,71609
3332476,71607
3332490,71597
3332526,71599
3332540,71607
3332544,71618
3332379,71768
3332385,71763
3332403,71758
3332429,71781
3332435,71807
3332426,71826
3332414,71823
3331099,76959
3331112,76894
3331142,76905
3331131,76965
3338149,79501
3338169,79490
3338175,79498
3338189,79504
3338199,79534
3338189,79553
3338175,79552
3340000,76031
3339968,76080
3339957,76104
3339961,76115
3339969,76153
3339969,76218
3339975,76237
3330862,80224
3330845,80051
3330730,80061
3330745,80223
3330742,80224
3330573,80224
3330549,80181
3330562,79737
3330554,79734
3330541,79571
3330523,79533
3330518,79490
3333710,80224
3333738,80159
3333746,80157
3333784,80179
3333804,80179
3333810,80171
3333810,80127
3337803,80224
3340000,80224
3337808,70224
3340000,70224
3332501,70224
3330815,79456
3330783,79351
3330878,79298
3331255,79277
3331482,79296
3331413,78781
3331488,78741
3331724,78356
3331743,78063
3331845,77827
3331863,77633
3332041,77620
3332179,77755
3332307,77742
3332412,77794
3332513,78047
3332572,78131
3332677,78192
3333030,78380
3333191,78456
3333553,78524
3333604,78641
3333770,78663
3333877,78631
3333989,78695
3334042,78707
3334096,78724
3334200,78746
3334593,78817
3334728,78849
3334877,78909
3335098,78992
3335211,78979
3335305,79071
3335487,79064
3335543,79136
3336712,78845
3336940,78541
3337184,78432
3337352,78406
3337470,78282
3337595,77736
3337836,77548
3338281,77379
3338632,77168
3338752,76930
3338803,76574
3338901,76359
3339113,76209
3339302,76178
3339622,76117
3339760,76339
3339933,76218
3339919,76112
3340000,75982
3336261,78872
3333156,72906
3333063,73193
3332841,73584
3332830,74024
3332749,74461
3332576,74711
3332443,75099
3332409,76233
3332311,76620
3332037,76697
3331862,76858
3331773,77050
3331780,77189
3331823,77254
3332984,72774
3332758,72488
3332469,72359
3332308,72330
3332329,72144
3332447,72058
3332715,72273
3332812,72172
3332619,71972
3332662,71871
3332780,71871
3332887,71986
3332994,71972
3333027,71843
3333070,71785
3333265,71810
3333155,72024
3333125,72318
3333180,72587
3333532,70224
3333447,70527
3333428,71412
3331710,80224
3331555,80201
3331517,79951
3331527,79471
3335473,79332
3335074,79558
3335019,79669
3334985,80123
3334965,80224
3336820,80224
3336675,79891
3336834,79334
3348922,13026
3348925,13026
3348928,13077
3348939,13135
3348956,13157
3348978,13176
3349000,13222
3350000,10224
3340000,10224
3340000,20224
3350000,20224
3340867,72014
3340878,72014
3340887,72019
3340908,72025
3340945,72025
3340979,72017
3340996,72019
3347803,70224
3347783,70242
3347775,70263
3347755,70282
3347719,70298
3347699,70301
3347684,70296
3342804,76875
3342761,76913
3342755,76926
3342744,76941
3342748,76975
3342740,76983
3342725,76989
3340742,70224
3340821,71326
3340686,71342
3340660,71047
3340637,70888
3340599,70289
3340573,70224
3342804,76867
3342789,76759
3342792,76702
3342800,76669
3342809,76607
3342803,76561
3350000,80224
3350000,70224
3340862,70224
3343710,70224
3341989,71625
3342001,70790
3341884,70647
3341837,70418
3341710,70224
3344965,70224
3344945,70327
3344847,70413
3344679,70321
3344373,70405
3344138,70656
3344019,70663
3343950,70617
3343879,70619
3343872,70781
3343665,70893
3343620,70847
3343611,70696
3343320,70918
3343286,71306
3343103,71286
3343001,71186
3342713,71287
3342571,71280
3342379,71463
3341919,71758
3341768,72406
3341806,72538
3341663,73161
3341436,73393
3341373,73814
3341552,74297
3341552,74492
3341689,75115
3341797,75281
3341830,75469
3341934,75505
3341984,75654
3342123,75792
3342267,75858
3342394,76086
3342444,76267
3342493,76328
3342670,76422
3342751,76390
3342839,76280
3343043,76146
3343116,76065
3343420,75819
3343460,75625
3343622,75551
3343702,75443
3343774,75488
3343867,75476
3344032,75634
3344311,75667
3344398,75854
3344529,75937
3344687,76007
3344836,76281
3345023,76430
3345287,76507
3345614,76542
3345988,76479
3346379,76495
3346539,76382
3347128,76635
3347332,76611
3347427,76397
3347598,76267
3347721,75856
3347719,75650
3347793,75534
